date,store_id,sku_id,forecast_units,avg_daily_demand,std_daily_demand
2025-06-30,TOKYO_01,SKU_HT_001,30.7,37.982142857142854,8.421813821971375
2025-07-01,TOKYO_01,SKU_HT_001,29.6,37.982142857142854,8.421813821971375
2025-07-02,TOKYO_01,SKU_HT_001,31.4,37.982142857142854,8.421813821971375
2025-07-03,TOKYO_01,SKU_HT_001,30.0,37.982142857142854,8.421813821971375
2025-07-04,TOKYO_01,SKU_HT_001,29.8,37.982142857142854,8.421813821971375
2025-07-05,TOKYO_01,SKU_HT_001,35.8,37.982142857142854,8.421813821971375
2025-07-06,TOKYO_01,SKU_HT_001,35.9,37.982142857142854,8.421813821971375
2025-07-07,TOKYO_01,SKU_HT_001,30.7,37.982142857142854,8.421813821971375
2025-07-08,TOKYO_01,SKU_HT_001,29.6,37.982142857142854,8.421813821971375
2025-07-09,TOKYO_01,SKU_HT_001,31.4,37.982142857142854,8.421813821971375
2025-07-10,TOKYO_01,SKU_HT_001,30.0,37.982142857142854,8.421813821971375
2025-07-11,TOKYO_01,SKU_HT_001,29.8,37.982142857142854,8.421813821971375
2025-07-12,TOKYO_01,SKU_HT_001,35.8,37.982142857142854,8.421813821971375
2025-07-13,TOKYO_01,SKU_HT_001,35.9,37.982142857142854,8.421813821971375
2025-07-14,TOKYO_01,SKU_HT_001,30.7,37.982142857142854,8.421813821971375
2025-07-15,TOKYO_01,SKU_HT_001,29.6,37.982142857142854,8.421813821971375
2025-07-16,TOKYO_01,SKU_HT_001,31.4,37.982142857142854,8.421813821971375
2025-07-17,TOKYO_01,SKU_HT_001,30.0,37.982142857142854,8.421813821971375
2025-07-18,TOKYO_01,SKU_HT_001,29.8,37.982142857142854,8.421813821971375
2025-07-19,TOKYO_01,SKU_HT_001,35.8,37.982142857142854,8.421813821971375
2025-07-20,TOKYO_01,SKU_HT_001,35.9,37.982142857142854,8.421813821971375
2025-07-21,TOKYO_01,SKU_HT_001,30.7,37.982142857142854,8.421813821971375
2025-07-22,TOKYO_01,SKU_HT_001,29.6,37.982142857142854,8.421813821971375
2025-07-23,TOKYO_01,SKU_HT_001,31.4,37.982142857142854,8.421813821971375
2025-07-24,TOKYO_01,SKU_HT_001,30.0,37.982142857142854,8.421813821971375
2025-07-25,TOKYO_01,SKU_HT_001,29.8,37.982142857142854,8.421813821971375
2025-07-26,TOKYO_01,SKU_HT_001,35.8,37.982142857142854,8.421813821971375
2025-07-27,TOKYO_01,SKU_HT_001,35.9,37.982142857142854,8.421813821971375
2025-06-30,TOKYO_01,SKU_HT_002,31.7,36.30357142857143,8.197382382326563
2025-07-01,TOKYO_01,SKU_HT_002,36.5,36.30357142857143,8.197382382326563
2025-07-02,TOKYO_01,SKU_HT_002,37.7,36.30357142857143,8.197382382326563
2025-07-03,TOKYO_01,SKU_HT_002,30.9,36.30357142857143,8.197382382326563
2025-07-04,TOKYO_01,SKU_HT_002,36.1,36.30357142857143,8.197382382326563
2025-07-05,TOKYO_01,SKU_HT_002,46.2,36.30357142857143,8.197382382326563
2025-07-06,TOKYO_01,SKU_HT_002,44.0,36.30357142857143,8.197382382326563
2025-07-07,TOKYO_01,SKU_HT_002,31.7,36.30357142857143,8.197382382326563
2025-07-08,TOKYO_01,SKU_HT_002,36.5,36.30357142857143,8.197382382326563
2025-07-09,TOKYO_01,SKU_HT_002,37.7,36.30357142857143,8.197382382326563
2025-07-10,TOKYO_01,SKU_HT_002,30.9,36.30357142857143,8.197382382326563
2025-07-11,TOKYO_01,SKU_HT_002,36.1,36.30357142857143,8.197382382326563
2025-07-12,TOKYO_01,SKU_HT_002,46.2,36.30357142857143,8.197382382326563
2025-07-13,TOKYO_01,SKU_HT_002,44.0,36.30357142857143,8.197382382326563
2025-07-14,TOKYO_01,SKU_HT_002,31.7,36.30357142857143,8.197382382326563
2025-07-15,TOKYO_01,SKU_HT_002,36.5,36.30357142857143,8.197382382326563
2025-07-16,TOKYO_01,SKU_HT_002,37.7,36.30357142857143,8.197382382326563
2025-07-17,TOKYO_01,SKU_HT_002,30.9,36.30357142857143,8.197382382326563
